,SuhuMin,SuhuMax,SinarMatahari,Kelembaban9am,Kelembaban3pm,BersaljuHariIni,Awan9am,Awan3pm,Hujan,KecepatanAnginTerkencang,BersaljuBesok
59720,17.6,28.9,7.599527470202413,98.0,44.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0
59724,23.1,31.5,9.0,69.0,54.0,0,3.0,6.0,0.0,33.0,0
59725,10.2,22.0,7.599527470202413,53.0,35.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0
59735,10.2,18.3,7.599527470202413,64.0,49.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
59741,5.3,19.7,7.599527470202413,53.0,46.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0
59743,10.2,23.8,7.599527470202413,40.0,51.56762611023354,0,0.0,4.516139514731369,0.0,40.032002287991006,0
59744,12.9,29.1,7.599527470202413,64.0,30.0,0,4.4508929235253,4.516139514731369,0.0,48.0,0
59748,15.6,20.4,7.599527470202413,74.0,54.0,1,6.0,5.0,1.4,37.0,0
59749,9.8,22.9,7.599527470202413,95.0,48.0,0,4.4508929235253,4.516139514731369,0.2,22.0,0
59750,4.5,12.0,7.599527470202413,60.0,50.0,0,4.4508929235253,4.516139514731369,0.0,54.0,0
59751,11.7,19.2,6.7,55.0,74.0,0,7.0,8.0,0.0,37.0,0
59752,13.5,20.3,7.599527470202413,100.0,59.0,0,8.0,8.0,0.4,17.0,0
59753,17.0,32.4,7.599527470202413,49.0,20.0,0,4.4508929235253,4.516139514731369,0.0,50.0,0
59756,5.0,19.5,7.599527470202413,87.0,38.0,0,4.4508929235253,4.516139514731369,0.2,26.0,0
59758,16.0,24.0,7.599527470202413,84.0,51.56762611023354,0,0.0,4.516139514731369,0.0,40.032002287991006,1
59760,6.4,19.4,7.599527470202413,79.0,45.0,1,4.4508929235253,4.516139514731369,2.0,24.0,0
59763,7.5,22.6,10.0,65.0,45.0,0,8.0,3.0,1.0,44.0,0
59767,17.7,27.1,7.599527470202413,69.0,43.0,0,4.4508929235253,4.516139514731369,0.8,44.0,1
59770,5.2,15.6,7.599527470202413,55.0,43.0,0,4.4508929235253,4.516139514731369,0.2,35.0,0
59772,9.8,19.9,7.599527470202413,80.0,56.0,0,4.4508929235253,4.516139514731369,0.0,57.0,1
59774,9.0,22.2,7.599527470202413,47.0,28.0,0,4.4508929235253,4.516139514731369,0.0,46.0,0
59775,12.1,19.3,8.8,96.0,78.0,0,8.0,8.0,0.0,28.0,0
59778,4.0,15.8,7.599527470202413,98.0,86.0,0,4.4508929235253,4.516139514731369,0.2,52.0,1
59779,8.3,21.6,7.599527470202413,75.0,33.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0
59782,2.5,23.5,7.599527470202413,72.0,32.0,0,4.4508929235253,4.516139514731369,0.0,19.0,0
59783,7.2,17.4,7.599527470202413,86.0,60.0,0,4.4508929235253,4.516139514731369,0.0,20.0,0
59787,0.7,13.1,7.599527470202413,85.0,48.0,0,4.4508929235253,3.0,0.0,28.0,0
59788,5.8,24.4,7.599527470202413,65.0,20.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
59789,20.6,21.8,7.599527470202413,89.0,86.0,0,4.4508929235253,4.516139514731369,0.4,44.0,1
59791,6.4,14.1,7.599527470202413,82.0,64.0,0,7.0,8.0,0.0,17.0,0
59792,5.3,15.0,7.599527470202413,43.0,31.0,0,1.0,5.0,0.0,56.0,0
59793,13.9,23.2,7.599527470202413,68.0,49.0,0,4.4508929235253,4.516139514731369,0.0,41.0,1
59795,19.9,36.0,8.8,61.0,36.0,1,7.0,5.0,1.8,56.0,0
59800,0.2,19.8,7.599527470202413,62.0,33.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
59801,9.0,19.8,7.1,75.0,52.0,1,6.0,5.0,1.8,50.0,1
59806,0.8,16.8,7.599527470202413,100.0,57.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
59807,2.9,20.2,7.599527470202413,67.0,35.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0
59810,12.6,22.2,7.599527470202413,61.0,58.0,0,4.4508929235253,4.516139514731369,0.0,44.0,0
59811,20.0,27.8,7.599527470202413,68.0,62.0,0,4.4508929235253,4.516139514731369,0.0,26.0,0
59812,9.4,17.2,7.599527470202413,61.0,42.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0
59819,5.6,8.0,7.599527470202413,98.0,69.0,0,7.0,8.0,0.0,15.0,0
59821,14.9,24.9,9.8,68.0,49.0,0,4.0,4.0,0.0,37.0,0
59822,8.1,17.4,6.2,72.0,59.0,0,7.0,5.0,0.0,30.0,0
59823,10.5,20.3,6.9,81.0,67.0,0,5.0,7.0,1.0,28.0,0
59827,6.4,21.6,9.9,52.0,41.0,0,7.0,6.0,0.0,43.0,0
59830,21.7,31.6,8.1,63.0,50.0,0,3.0,5.0,0.0,33.0,0
59831,12.1,22.7,7.599527470202413,43.0,26.0,0,4.4508929235253,4.516139514731369,0.0,52.0,0
59833,25.7,33.7,10.0,62.0,55.0,0,4.0,3.0,0.0,33.0,0
59835,19.6,29.9,9.2,56.0,56.0,0,7.0,7.0,0.0,43.0,0
59837,16.5,25.3,7.599527470202413,68.89557674171047,51.56762611023354,0,4.4508929235253,4.516139514731369,0.0,26.0,0
59838,13.6,20.5,7.599527470202413,66.0,81.0,0,4.4508929235253,5.0,0.0,39.0,0
59839,3.8,13.8,7.2,70.0,50.0,0,3.0,6.0,1.0,50.0,0
59841,19.0,30.0,7.599527470202413,33.0,43.0,0,4.4508929235253,4.516139514731369,0.0,52.0,0
59842,6.6,21.9,9.0,61.0,55.0,0,2.0,5.0,0.0,31.0,1
59843,19.4,25.0,6.0,57.0,56.0,0,7.0,7.0,0.0,48.0,1
59845,18.7,34.5,7.599527470202413,60.0,27.0,0,1.0,3.0,0.0,37.0,0
59847,11.6,16.1,7.599527470202413,82.0,70.0,1,8.0,7.0,1.8,28.0,0
59849,12.2,20.9,7.599527470202413,69.0,82.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0
59850,7.9,21.8,7.599527470202413,67.0,37.0,0,4.4508929235253,4.516139514731369,0.6,33.0,0
59854,4.2,10.8,7.599527470202413,58.0,44.0,0,4.4508929235253,4.516139514731369,0.4,54.0,0
59855,9.8,18.1,7.599527470202413,60.0,42.0,0,4.4508929235253,4.516139514731369,0.0,46.0,0
59862,1.3,20.3,7.599527470202413,86.0,42.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0
59863,18.0,25.0,7.599527470202413,59.0,64.0,0,4.4508929235253,8.0,0.0,54.0,1
59864,3.9,15.0,7.599527470202413,94.0,71.0,0,8.0,8.0,0.6,22.0,0
59874,1.6,14.8,7.599527470202413,77.0,51.0,0,4.4508929235253,3.0,0.0,40.032002287991006,0
59877,9.8,17.6,7.599527470202413,43.0,35.0,0,1.0,4.516139514731369,0.0,61.0,1
59878,11.2,28.6,7.599527470202413,54.0,24.0,0,1.0,6.0,0.0,41.0,0
59879,9.9,28.3,7.599527470202413,39.0,24.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0
59880,22.7,23.214818889484683,7.599527470202413,65.0,66.0,0,4.4508929235253,4.516139514731369,0.0,40.032002287991006,0
59885,18.9,22.0,7.599527470202413,80.0,85.0,0,8.0,4.516139514731369,0.2,31.0,1
59886,3.2,13.2,7.599527470202413,71.0,54.0,0,7.0,7.0,0.6,31.0,0
59887,13.1,20.2,6.0,70.0,51.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0
59889,3.9,25.2,7.599527470202413,54.0,31.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0
59891,18.0,27.3,7.599527470202413,61.0,62.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0
59893,10.4,20.2,7.2,52.0,40.0,0,4.4508929235253,4.516139514731369,0.0,57.0,0
59898,13.0,24.5,7.599527470202413,64.0,47.0,0,4.4508929235253,4.516139514731369,0.0,40.032002287991006,0
59900,11.0,26.1,7.599527470202413,68.0,33.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
59902,7.9,17.9,7.599527470202413,80.0,53.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0
59910,8.4,22.5,7.599527470202413,81.0,33.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0
59911,9.7,20.6,7.599527470202413,99.0,67.0,0,4.4508929235253,4.516139514731369,0.2,26.0,1
59912,2.0,22.2,7.599527470202413,73.0,30.0,0,4.4508929235253,4.516139514731369,0.0,20.0,0
59913,17.9,27.4,7.599527470202413,63.0,45.0,0,7.0,7.0,0.0,37.0,0
59914,4.6,18.1,8.8,72.0,43.0,0,7.0,3.0,0.0,20.0,0
59915,17.5,34.8,7.599527470202413,41.0,56.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0
59916,6.6,20.3,7.599527470202413,62.0,48.0,0,4.4508929235253,4.516139514731369,0.0,19.0,0
59917,3.7,18.9,7.599527470202413,97.0,45.0,0,4.4508929235253,4.516139514731369,0.4,15.0,0
59918,5.3,16.7,7.599527470202413,75.0,59.0,0,5.0,8.0,0.2,43.0,0
59919,9.1,23.3,7.599527470202413,32.0,23.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0
59924,6.4,18.7,8.4,99.0,52.0,0,7.0,7.0,0.4,31.0,0
59925,3.2,17.3,7.599527470202413,80.0,53.0,0,4.4508929235253,4.516139514731369,0.0,15.0,0
59926,12.8,25.8,7.599527470202413,74.0,51.56762611023354,0,4.0,4.516139514731369,0.0,40.032002287991006,1
59927,5.8,17.8,7.599527470202413,75.0,49.0,0,4.4508929235253,4.516139514731369,0.0,50.0,0
59928,2.3,17.3,7.599527470202413,100.0,46.0,0,4.4508929235253,4.516139514731369,0.0,22.0,0
59929,13.3,19.5,7.599527470202413,82.0,97.0,0,4.4508929235253,4.516139514731369,0.2,33.0,1
59931,11.0,25.5,7.599527470202413,41.0,21.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0
59933,17.7,28.6,7.599527470202413,72.0,46.0,0,4.4508929235253,4.516139514731369,0.0,35.0,1
59934,13.7,22.4,7.599527470202413,65.0,51.56762611023354,0,4.4508929235253,4.516139514731369,0.0,40.032002287991006,0
59936,15.3,29.6,7.599527470202413,63.0,53.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0
59938,12.0,21.4,7.599527470202413,95.0,70.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0
59940,1.9,15.7,7.599527470202413,100.0,64.0,0,8.0,8.0,0.0,26.0,0
59941,16.6,26.4,7.599527470202413,64.0,72.0,0,4.4508929235253,4.516139514731369,0.2,35.0,0
59943,20.3,25.3,7.599527470202413,95.0,79.0,0,7.0,8.0,0.8,39.0,0
59945,19.6,23.8,6.4,84.0,51.56762611023354,0,8.0,4.516139514731369,0.0,40.032002287991006,0
59946,16.0,26.0,7.599527470202413,56.0,54.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
59950,11.4,19.3,8.9,63.0,47.0,0,4.4508929235253,4.516139514731369,0.6,31.0,0
59954,15.6,29.5,6.7,45.0,24.0,0,6.0,5.0,0.0,30.0,0
59961,15.3,18.4,8.2,59.0,60.0,0,4.0,3.0,0.0,48.0,0
59964,22.7,38.8,7.599527470202413,60.0,51.56762611023354,0,0.0,4.516139514731369,0.0,40.032002287991006,0
59965,17.0,31.6,7.599527470202413,78.0,60.0,0,4.4508929235253,4.516139514731369,0.0,44.0,1
59967,6.6,21.7,9.1,57.0,32.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0
59971,11.9,13.9,7.599527470202413,78.0,88.0,0,4.4508929235253,4.516139514731369,0.4,43.0,1
59972,14.4,33.5,9.7,33.0,18.0,0,2.0,4.516139514731369,0.0,30.0,0
59973,16.4,25.8,7.599527470202413,54.0,50.0,0,4.4508929235253,4.516139514731369,0.2,28.0,0
59977,19.4,35.6,7.599527470202413,47.0,27.0,0,4.4508929235253,5.0,0.2,43.0,0
59978,6.1,10.1,7.599527470202413,67.0,68.0,0,4.4508929235253,4.516139514731369,1.0,44.0,1
59980,14.1,22.3,7.599527470202413,55.0,72.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0
59982,3.3,13.7,8.4,94.0,74.0,0,3.0,5.0,0.2,19.0,0
59983,6.1,21.8,7.599527470202413,59.0,46.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0
59985,6.0,26.5,7.599527470202413,57.0,29.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0
59988,6.9,23.4,7.599527470202413,93.0,45.0,0,4.4508929235253,4.516139514731369,0.0,22.0,0
59992,4.0,14.6,7.599527470202413,83.0,61.0,0,8.0,6.0,0.0,28.0,0
59995,10.9,18.8,7.599527470202413,97.0,79.0,0,4.4508929235253,4.516139514731369,0.0,52.0,0
59996,12.2,26.1,7.599527470202413,98.0,52.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
59999,5.8,21.9,7.599527470202413,100.0,45.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0
60002,12.0,17.2,8.8,63.0,54.0,1,7.0,8.0,1.2,40.032002287991006,0
60004,6.1,16.3,7.599527470202413,73.0,55.0,0,3.0,4.516139514731369,0.0,35.0,0
60005,10.9,21.6,7.599527470202413,70.0,90.0,0,4.4508929235253,8.0,0.8,52.0,1
60010,13.8,25.9,7.599527470202413,50.0,56.0,0,6.0,6.0,0.0,40.032002287991006,0
60011,8.0,23.7,7.599527470202413,100.0,46.0,0,4.4508929235253,4.516139514731369,0.0,19.0,0
60012,2.7,15.3,7.599527470202413,83.0,43.0,0,4.4508929235253,4.516139514731369,0.0,30.0,1
60013,14.2,22.7,10.0,65.0,46.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0
60015,7.1,14.2,7.599527470202413,48.0,42.0,0,4.4508929235253,4.516139514731369,0.0,46.0,0
60025,15.8,21.4,7.599527470202413,51.0,43.0,0,4.4508929235253,4.516139514731369,0.0,44.0,0
60027,2.6,16.4,7.599527470202413,68.0,42.0,0,4.4508929235253,4.516139514731369,0.8,33.0,0
60032,19.8,24.1,7.599527470202413,76.0,83.0,0,4.4508929235253,4.516139514731369,0.0,44.0,1
60033,11.7,28.1,7.599527470202413,53.0,64.0,0,4.4508929235253,4.516139514731369,0.0,20.0,0
60034,23.3,30.0,7.599527470202413,62.0,79.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0
60036,4.9,15.2,7.599527470202413,61.0,38.0,0,1.0,7.0,1.0,52.0,0
60038,7.0,17.2,7.599527470202413,78.0,44.0,0,4.4508929235253,4.516139514731369,0.0,26.0,0
60039,1.8,13.1,7.599527470202413,90.0,69.0,0,4.4508929235253,6.0,1.0,26.0,0
60041,13.7,30.8,7.599527470202413,61.0,30.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0
60042,7.6,18.8,7.599527470202413,84.0,59.0,0,4.4508929235253,4.516139514731369,0.0,22.0,0
60045,12.4,30.3,7.599527470202413,34.0,19.0,0,1.0,8.0,0.0,37.0,0
60046,15.5,30.2,7.599527470202413,94.0,55.0,0,8.0,4.0,0.2,37.0,0
60050,14.5,29.7,8.7,87.0,48.0,0,3.0,5.0,0.0,48.0,0
60053,20.7,32.4,10.0,57.0,29.0,0,4.0,3.0,0.0,33.0,0
60056,18.1,28.9,8.2,63.0,39.0,0,8.0,5.0,0.0,43.0,0
60058,19.3,29.5,9.0,51.0,54.0,0,6.0,3.0,0.0,52.0,0
60062,18.1,20.7,7.599527470202413,77.0,95.0,0,7.0,8.0,0.0,41.0,1
60063,12.3,16.9,7.599527470202413,69.0,65.0,0,8.0,8.0,0.6,41.0,0
60066,10.5,23.8,7.599527470202413,72.0,58.0,0,4.4508929235253,4.516139514731369,0.2,39.0,0
60070,21.7,30.5,7.599527470202413,42.0,58.0,0,6.0,4.516139514731369,0.0,31.0,0
60071,12.4,30.0,7.3,74.0,36.0,0,8.0,5.0,0.0,35.0,1
60073,15.2,23.4,7.599527470202413,79.0,82.0,0,4.4508929235253,4.516139514731369,0.0,50.0,0
60076,18.1,27.5,9.4,71.0,60.0,0,2.0,4.0,0.0,30.0,0
60083,9.5,16.0,7.599527470202413,79.0,57.0,0,4.4508929235253,4.516139514731369,1.0,20.0,0
60084,8.4,17.6,7.599527470202413,99.0,76.0,0,4.4508929235253,4.516139514731369,0.2,13.0,0
60087,15.6,24.5,7.599527470202413,59.0,48.0,0,4.4508929235253,4.516139514731369,0.2,41.0,0
60089,20.5,32.0,7.599527470202413,49.0,75.0,0,4.4508929235253,4.516139514731369,0.0,48.0,1
60091,9.8,19.5,7.9,76.0,59.0,0,6.0,6.0,0.0,40.032002287991006,0
60096,6.6,19.0,9.5,63.0,51.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0
60099,21.1,31.0,8.6,66.0,54.0,0,3.0,5.0,0.0,35.0,1
60101,5.8,14.5,7.599527470202413,83.0,61.0,0,1.0,3.0,0.0,31.0,0
60102,14.0,22.9,8.4,60.0,47.0,0,7.0,5.0,0.0,40.032002287991006,0
60105,8.5,20.8,7.599527470202413,77.0,66.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0
60107,14.5,28.4,7.599527470202413,58.0,34.0,0,4.4508929235253,4.516139514731369,0.6,52.0,0
60108,20.3,26.8,6.1,67.0,57.0,0,4.0,4.0,0.0,31.0,0
60109,4.3,17.4,7.599527470202413,54.0,50.0,0,8.0,8.0,0.0,48.0,0
60112,8.9,18.7,7.599527470202413,96.0,69.0,0,4.4508929235253,4.516139514731369,0.0,26.0,0
60116,9.2,18.7,7.599527470202413,98.0,70.0,0,7.0,8.0,0.0,11.0,0
60118,12.5,24.5,7.599527470202413,77.0,45.0,0,8.0,4.516139514731369,0.0,33.0,0
60119,12.8,20.5,7.599527470202413,50.0,52.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0
60122,11.8,17.0,7.6,82.0,61.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0
60123,18.4,37.1,9.2,34.0,26.0,0,5.0,7.0,0.2,39.0,0
60124,7.0,18.4,8.3,74.0,32.0,0,4.4508929235253,4.516139514731369,0.6,35.0,0
60125,16.3,23.0,7.599527470202413,94.0,48.0,1,4.4508929235253,4.516139514731369,1.4,56.0,0
60126,1.3,7.0,7.599527470202413,93.0,80.0,0,4.4508929235253,4.516139514731369,0.0,26.0,1
60127,14.0,18.8,7.599527470202413,68.0,78.0,0,2.0,4.516139514731369,0.0,37.0,0
60129,9.6,20.0,7.599527470202413,46.0,68.0,0,4.4508929235253,4.516139514731369,0.0,44.0,0
60132,12.7,22.7,9.2,58.0,43.0,0,4.4508929235253,4.516139514731369,0.2,30.0,0
60135,3.2,16.6,9.2,88.0,47.0,0,2.0,3.0,0.0,31.0,0
60137,15.2,24.0,7.599527470202413,54.0,50.0,0,8.0,4.516139514731369,0.0,35.0,0
60142,21.0,29.6,7.599527470202413,71.0,55.0,0,6.0,3.0,0.0,40.032002287991006,0
60144,5.1,18.6,8.4,50.0,47.0,0,5.0,4.0,0.0,26.0,0
60145,8.6,15.1,9.1,56.0,43.0,0,5.0,5.0,0.2,50.0,0
60147,2.1,16.1,7.599527470202413,84.0,70.0,0,4.4508929235253,4.516139514731369,0.0,39.0,1
60148,4.0,18.2,7.3,84.0,52.0,0,7.0,3.0,0.2,28.0,0
60149,2.5,18.4,9.4,80.0,37.0,0,1.0,3.0,0.0,39.0,0
60152,7.4,16.3,6.9,91.0,53.0,0,5.0,6.0,0.4,28.0,0
60155,1.3,14.3,7.599527470202413,85.0,50.0,0,7.0,7.0,1.0,26.0,0
60157,7.3,16.5,7.599527470202413,84.0,70.0,0,4.4508929235253,4.516139514731369,0.4,28.0,0
60158,3.1,21.1,7.599527470202413,78.0,41.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0
60160,7.7,17.7,7.599527470202413,59.0,35.0,0,5.0,4.516139514731369,0.0,35.0,0
60163,2.1,11.7,7.599527470202413,98.0,82.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0
60164,15.8,23.5,7.599527470202413,79.0,51.56762611023354,0,5.0,4.516139514731369,0.4,40.032002287991006,0
60165,11.5,18.2,9.3,62.0,47.0,0,1.0,3.0,0.0,30.0,0
60170,3.8,14.6,7.599527470202413,89.0,67.0,0,8.0,7.0,0.0,19.0,0
60171,12.5,23.9,7.4,78.0,53.0,0,7.0,7.0,0.0,26.0,0
60174,22.5,37.6,7.599527470202413,48.0,51.0,0,4.4508929235253,4.516139514731369,0.0,48.0,0
60175,1.8,19.1,7.599527470202413,99.0,50.0,0,4.4508929235253,4.516139514731369,0.0,26.0,0
60176,20.6,25.2,7.599527470202413,75.0,69.0,0,4.4508929235253,4.516139514731369,0.0,44.0,1
60177,18.3,27.3,7.599527470202413,57.0,51.0,0,4.4508929235253,4.516139514731369,0.0,50.0,1
60179,17.5,31.0,7.8,62.0,47.0,0,1.0,6.0,0.6,44.0,0
60182,19.6,28.5,7.599527470202413,77.0,54.0,0,4.4508929235253,4.516139514731369,0.0,26.0,0
60186,16.2,25.6,7.599527470202413,56.0,50.0,0,4.4508929235253,4.516139514731369,0.2,39.0,0
60187,17.2,20.5,8.3,71.0,57.0,0,6.0,7.0,0.6,41.0,0
60190,15.6,27.3,7.599527470202413,77.0,45.0,0,8.0,4.0,0.0,41.0,0
60194,7.8,16.6,6.4,79.0,57.0,0,2.0,7.0,0.0,43.0,0
60195,3.4,21.0,7.599527470202413,99.0,37.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
60197,13.0,25.7,10.0,68.0,57.0,0,1.0,3.0,0.0,31.0,0
60200,14.2,19.8,7.599527470202413,81.0,76.0,0,4.4508929235253,4.516139514731369,0.2,54.0,1
60203,8.8,26.2,7.599527470202413,79.0,36.0,0,4.4508929235253,4.516139514731369,0.0,17.0,0
60204,3.4,15.9,9.9,81.0,50.0,0,2.0,4.516139514731369,0.3,46.0,0
60206,5.3,13.8,7.599527470202413,59.0,49.0,0,7.0,6.0,0.0,43.0,0
60207,3.0,13.4,8.0,72.0,53.0,0,6.0,7.0,0.6,43.0,0
60212,16.9,24.1,7.599527470202413,93.0,75.0,0,4.4508929235253,4.516139514731369,0.2,35.0,0
60214,20.3,26.6,7.599527470202413,86.0,87.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
60216,8.9,25.9,9.0,62.0,51.0,0,5.0,4.516139514731369,0.0,39.0,0
60218,8.7,19.0,7.599527470202413,85.0,66.0,1,4.4508929235253,4.516139514731369,1.8,48.0,1
60219,18.1,32.9,7.599527470202413,66.0,46.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0
60220,8.9,33.2,7.7,43.0,13.0,0,3.0,7.0,0.0,50.0,0
60221,20.2,26.2,8.5,80.0,60.0,0,4.4508929235253,4.516139514731369,0.0,44.0,0
60222,15.4,34.0,7.599527470202413,57.0,51.56762611023354,0,0.0,4.0,0.0,43.0,0
60224,2.8,14.4,7.599527470202413,95.0,72.0,0,4.4508929235253,4.516139514731369,0.0,39.0,1
60225,10.4,19.7,7.599527470202413,91.0,94.0,0,4.4508929235253,4.516139514731369,1.0,37.0,1
60229,18.4,25.9,7.599527470202413,55.0,63.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0
60236,5.3,14.6,7.599527470202413,63.0,46.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
60242,12.0,30.9,7.7,30.0,13.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0
60243,7.2,15.1,7.599527470202413,99.0,66.0,0,4.4508929235253,4.516139514731369,0.7,37.0,0
60245,13.6,28.6,7.8,52.0,29.0,0,4.0,3.0,0.0,30.0,0
60246,19.5,28.1,7.599527470202413,82.0,68.0,0,4.4508929235253,4.516139514731369,0.6,61.0,1
60248,12.4,20.7,7.599527470202413,73.0,52.0,0,4.4508929235253,4.516139514731369,0.0,46.0,0
60249,12.4,23.1,7.599527470202413,46.0,45.0,0,2.0,4.516139514731369,0.0,37.0,0
60251,7.9,17.1,7.2,73.0,50.0,0,1.0,3.0,0.0,48.0,0
60255,0.4,18.3,8.5,94.0,50.0,0,0.0,3.0,0.0,39.0,0
60256,12.2,30.6,7.599527470202413,59.0,22.0,0,4.4508929235253,4.516139514731369,0.0,22.0,0
60257,11.8,26.0,9.7,38.0,22.0,0,1.0,4.0,0.0,46.0,0
60259,13.6,29.0,9.3,32.0,22.0,0,5.0,3.0,0.0,33.0,0
60260,12.8,25.7,9.1,78.0,46.0,0,5.0,6.0,0.0,24.0,0
60266,10.8,17.7,7.599527470202413,54.0,54.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
60268,8.3,17.2,9.3,68.0,48.0,0,0.0,4.516139514731369,0.6,54.0,0
60271,7.6,24.9,7.599527470202413,48.0,30.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0
60273,12.3,27.5,7.599527470202413,74.0,44.0,0,4.4508929235253,4.516139514731369,0.0,20.0,0
60277,24.0,32.5,7.0,60.0,56.0,0,5.0,7.0,0.4,50.0,0
60278,18.1,26.9,8.1,76.0,56.0,0,4.0,4.0,0.0,33.0,0
60279,5.6,13.3,7.599527470202413,99.0,81.0,0,8.0,8.0,0.0,26.0,0
60280,9.0,18.2,7.599527470202413,70.0,45.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0
60283,14.0,21.6,7.599527470202413,71.0,55.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0
60284,8.2,17.0,7.599527470202413,64.0,56.0,0,4.4508929235253,4.516139514731369,0.0,20.0,1
60286,13.8,21.3,7.599527470202413,73.0,37.0,0,7.0,4.516139514731369,0.0,44.0,1
60288,11.5,23.3,7.599527470202413,37.0,36.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0
60290,16.0,22.9,7.599527470202413,56.0,50.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
60295,24.8,37.8,7.599527470202413,66.0,93.0,0,2.0,5.0,0.0,31.0,0
60298,12.9,20.6,7.599527470202413,73.0,65.0,0,4.4508929235253,4.516139514731369,0.0,17.0,0
60299,21.2,31.2,8.7,50.0,55.0,0,5.0,3.0,0.0,37.0,0
60301,17.7,23.214818889484683,7.599527470202413,80.0,53.0,0,6.0,5.0,0.4,40.032002287991006,0
60306,25.2,33.0,9.8,76.0,64.0,0,7.0,7.0,0.0,31.0,0
60312,8.3,17.8,9.2,79.0,49.0,0,1.0,7.0,0.6,26.0,0
60314,7.3,13.3,7.599527470202413,67.0,52.0,0,4.4508929235253,4.516139514731369,0.0,43.0,1
60315,18.6,22.8,9.4,73.0,62.0,0,3.0,3.0,0.8,41.0,0
60319,9.0,18.9,7.599527470202413,58.0,51.0,0,1.0,3.0,0.0,46.0,0
60323,5.0,15.6,7.599527470202413,85.0,47.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
60325,9.5,18.7,8.3,47.0,33.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0
60330,23.1,34.0,7.599527470202413,68.0,51.56762611023354,0,6.0,4.516139514731369,0.0,24.0,0
60335,15.8,24.8,6.1,48.0,42.0,0,2.0,5.0,0.0,35.0,1
60336,13.8,19.8,7.1,93.0,70.0,1,5.0,6.0,1.4,50.0,0
60337,18.7,28.8,7.7,68.0,57.0,0,7.0,4.0,0.0,43.0,0
60339,11.3,25.0,7.599527470202413,79.0,48.0,0,4.4508929235253,4.516139514731369,0.0,44.0,0
60341,7.8,13.7,7.599527470202413,98.0,87.0,1,8.0,8.0,1.6,50.0,1
60344,18.3,31.5,9.5,47.0,31.0,0,7.0,6.0,0.0,30.0,0
60345,12.2,31.1,7.599527470202413,58.0,45.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0
60346,10.4,25.2,7.599527470202413,41.0,31.0,0,4.4508929235253,4.516139514731369,0.0,46.0,0
